sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B003UIDAHY	A5P7VHV0JAFQQ	Great Pasta	Love this pasta.  I mix this with regular pasta for a meal, half and half.  Love the lower calories and the fiber content.	0	0
-1	B003DKY5R8	A3RXYQRTJT1V4R	This is terrible tea	This is a really easy way to make terrible iced tea.  Sometimes convenience outweighs taste, but not always.  What this product doesn't tell you before you buy it is that the ingredients are: black tea with tea extract, hibiscus and citric acid.  It's not just tea.  And it doesn't taste like just tea, either.  It tastes like powdered iced tea from a jar.  It has an overtaste of lemon -- that's probably the citric acid.  And that fake tea flavor that comes from powdered iced tea mix.  I'll probably drink it when it's really convenient.  But I won't serve it to friends!  And I won't drink it if I have time to make a glass of real tea and pour it over ice.	1	1
1	B005DDCKJ8	A2GL3WLEN1USDG	Good and good for you	I like all the products I have bought from this company. They have good flavor, nice constancy, not too sweet, flavorful and are filling. Company offers a nice  variety.	0	0
1	B004LOJGBU	ANOK1TYNGVD12	white Truffle Salt	love this! it has a really good aroma and taste that announces that it contains Truffles. i use it on many foods and am low and need to order more!	0	1
1	B000I200NW	A2T4WR29EG7O7G	My favorite hot chocolate.  5 stars	I keep trying to find a hot chocolate I like better, but I haven't found one yet.  Traditionally, I am dark chocolate fan but this is an excellent, rich chocolate drink.  It is also my mother's favorite and she is very direct with her hints that it's time for me to send her some when her stock gets low.<br /><br />I read a review that someone thought the Bellagio brand had a chemical taste.  The reviewer might have been referring to other flavors.  There is a different taste that seems perhaps spicey, but not chemical.  I also like the fact that it contains non-dairy creamer because I do not drink milk.	1	0
1	B000FNEX50	AO0HPTFIKQE9B	Great snack for toddlers	we have a two and four-year-old and they enjoy these cookies.<br />Good tasting<br />very convenient packaging ( individually wrapped)  Great for stuffing in glove compartment for emergencies.<br /><br />the right size for our kids<br />No bad stuff<br />no complaints.	0	0
1	B0001LVX4K	A3189MZLXEJ23T	yum	We were all out of our Branston Pickle...we really love this stuff with cheese in sandwiches,,,,quite British you know.  Great product and service.  Thanks lots!!	0	0
-1	B000ER6YO0	A2U138G3VKRZSL	Baby loves it, but there is plastic in it	This is my daughter's  most favorite baby food by far.  This is the only ones she'll eat and rarely will eat the other kinds.  However, the taste is very bland, for me as an adult at least. After you put the unfinished portion in the fridge, it may become sort of watery at which point I throw it out. It is unique from the others in the combination of vegetables it has, especially zucchini.<br />I had to update my review today, because I saw little pieces of thin stretchy plastic in two jars of this baby food.  PLASTIC IN BABY FOOD? I notified Earth's Best about it and will be sending them these pieces of plastic for testing, but I am not giving my baby this food any more, even though she likes it, that's it for us.	0	1
1	B000I200NW	A3AGKFF8HIDYUD	Wow! Great Taste	I love Hot Coco and this is by far the best I have tasted.	3	0
1	B000SATIZA	A997PUM414JUE	Brew With Stevia, Drink instead of Soda	"I use the hibiscus flower tea thus:<br /><br />In a slightly larger than two quart (half gallon) container place 3/4 to 1 cup hibiscus flowers and 3/4-1 tablespoon dried stevia leaves.<br /><br />Add two quarts of boiling water.<br /><br />Let sit for at least 10 minutes.  Drink some hot (if you like).  When it is cool, strain through a fine sieve or mesh into a refrigerator container and enjoy cold.<br /><br />My daughters (12 & 14) enjoy drinking this cold over ice instead of soda and take it to school in the morning in their water bottles.  I drink it cold after running, working in the yard, or going to the gym as it is extraordinarily refreshing cold.  It also tends to keep me from snacking between meals.  We go through about 2-3 gallons/week, mostly cold.<br /><br />Other recommendations:  It stains, so pour it over the sink or something that won't stain.  It is very convenient online, but can also be purchased from many local Mexican markets from the same section as dried peppers.  Consider keeping in a sealed container (I use Lock & Lock) for freshness and to keep from getting wet (again because it will stain). Stevia leaves are not the same as Stevia powder (the powder is much stronger).<br /><br />update:<br />I've used the ""Frontier Bulk Stevia Herb Powder(Green), CERTIFIED ORGANIC, 1 lb. package"" from Amazon instead of the dried stevia leaves from my garden. While brewing 1/2 gallon (2 quarts) of tea, I still used 1 cup of dried hibiscus flowers and 1 level teaspoon of stevia herb powder. Tastes the same as when I use the dried leaves from my garden.  Note:  green stevia powder is not the same as stevia extract."	1	0
-1	B003N8XO3Q	AXYPMWP12U2NT	How did this ever get to market?	These things taste so bad, I could not find anyone in my office who would finish one ON A BET!  They are absolutely foul.  I can't for the life of me figure out how any company would have put these on the market.  when you open them, they smell like pudding, which is a good thing except for when you actually taste them and then you feel like you've been tricked.  They have almost no taste, and the texture of melted plastic.  Another way to describe them is that it is like easting grease, except I think eating grease might be better.  And don't think the chocolate ones will be marginally better.  Snack Pack, shame on you.	1	1
1	B000RFS57I	A3BTGEZMZI2LJ5	Jack Links are great	"Excellent value.  These are exactly the same beef sausages that you'll see on the checkout counter at gas stations and party stores.  (for half the price)  If you're a dog lover, like me, compare these to the price of that junk they call ""dog treats."""	0	0
1	B0047YVHMK	A1N4NEHBZYWXVO	This is the best bread mix I have found so far!	Trying to feed a gluten free 6 year old boy is not always easy.  This is the only bread mix that I have found that I can acutally make sandwiches with!  He loves it as toast and if I cut the center and cut a little thicker slice, he thinks he has a bagel.  =) Highly recommend.	0	0
1	B003DNL9U6	A3NEAETOSXDBOM	Delicious iced tea	The peach flavored tea is one of my family's favorites. The peach taste is just right--not too strong or syrupy tasting. There is also no chemical taste as sometimes happens with artificially sweetened drinks.<br /><br />This is really easy to make. I just pour two packs into a large pitcher, stir, and keep it in my refrigerator so I always have a nice cold drink. It is very refreshing.<br /><br />Shop for price. On sale at my local supermarket I can buy 4 packs for six dollars.	0	0
1	B0000TL6CC	A3BAD294BNYK69	Same taste with so many benefits	If you're wanting to get away from pork and cholesterol, go for this.  I'm not a vegan or vegetarian by any means, but I choose not to eat pork for various reasons, and when you know what goes into regular chorizo...Well, it's not your usual meat.  So how do I still enjoy my mom's awesome chorizo?  I buy her Soyrizo!	2	0
1	B003TIVBSU	A3MABF9M7CTDP6	Great Value	There are a ton of vanilla beans in this package. They are supple and so fragrant, you can smell them without breaking the seal. Truly a fantastic deal.	12	0
-1	B0032BXUJM	A2MSQQZG0DGPNA	Defective	"Just purchased a 50 count box. Previous reviews had indicated that there were probblems with the cups and that they ""leaked"" grounds into the coffee cup. Sadly, this is still the case. About 1 in 5 cups is defective.Taste is fine as long as you don't mind chunky coffee. Will NOT be buying this again!!!"	2	0
1	B000E8Y5CM	A1SHKOFJ3HUPMU	love, love, love this tea	I originally found the peach ginger tea at the grocery store, of all places, it said it was a close out and was going for $2.50/box!!!! I was so excited to see the nylon see thru bags, how elegant and special, and the tea was as great as the presentation! A wonderful taste of peach, no funky aftertaste, and even when you smell the whole leaves in the bag, it smells like peach.<br />Try it, you'll be amazed by this tea like I am.	3	0
1	B002BCD2GO	AVB266Y0X5GGU	a lower glycemic sweetener for a lower price	I had been purchasing this brand of  agave in a small bottle from the grocery store and found out that it was less expensive to buy this product online from Amazon. It makes low calorie, whole-grain muffins moist and the recipes require less oil.	0	0
1	B00412W76S	A3V9M50SZJ2A2D	Served its purpose	I do not really like tea but I needed to drink it for medical reasons.  Shipping was really fast and the price was good.  I am sure those who like Sage Tea would love it.	1	1
1	B0009F3SAU	ASP630Y4HQ8OO	New Love	I had been reading about echinacea for ages, but I finally decided to try it when I got sick. In addition to drinking tons of water, resting and taking vitamins I've been drinking this tea and I feel tons better. And I read some reviews about the taste - personally I love the taste! It tastes so good I want to start drinking it on a regular basis. It's a nice hot drink to have in the morning instead of coffee and it's tons better for you!<br /><br />I always make my tea with sugar and cream. I don't know how others make it - but adding sugar and cream makes it taste more like a drink than a tonic (which most teas taste like).	0	0
1	B001P3NU30	AOMD0WCCBL6IV	Our dog loves them!	These chews not only help to clean our dog's teeth, but she loves them as a treat too!	0	0
1	B000PDY3P0	A1G1WJ7D0I4HT3	Great stuff	My family really enjoys popcorn and this stuff is great!  Movie quality!  No to salty, not too buttery, just right!	1	0
1	B001EPPGXG	A2Z52YNZ6TMFIL	Complex, strong and spicy	A little education in Ayurveda - In Ayurvedic principles, the Kapha 'element' is said to be similar to clay (elements of water and earth). It helps to hold our constitution together and provides structure, fluid balance, endurance and strength. It is the slow, stable, calming, sweet and cold aspect of the self and governs our resistance to disease and promotes self healing.<br /><br />An imbalance in kapha leads to respiratory illnesses, excess cough/cold symptoms, weight gain, general feeling of laziness/heaviness.<br /><br />Kapha tea is an excellent antidote to a kapha imbalance - the tea itself is spicy and invigorating with strong notes of cardamom, ginger followed by cinnamon and lemon verbena.  It's spicy, complex and my new favorite!  I ordered a bodum tea press so I can brew this tea at work.	16	0
1	B001EO69NS	A3475YO8NTGM3A	Best yogurt ever	Yogurt made with this starter and organic whole milk is simply the best I have ever tasted. It does not have the thin, sour taste that most of the single-culture starters produce. The taste is instead smooth and full-bodied. It is also thicker than most when a little dry milk is added. The process takes a bit longer, since the milk must be heated to 180 degrees, then cooled to 75. The cooling requires an ice-water bath, or the temperature would never get that low in our kitchen. After 12 hours in the Yogourmet Multi, which starts at room temperature and very gradually increases to 112 degrees, the yogurt is perfect every time. It is so good that it makes a good dessert all by itself, and is even better mixed with fruit. Combined with mayonnaise, it makes a fine potato or carrot-raisin salad. Smoothies are really smooth. Give it a try in your favorite recipe. You will love it!	44	1
1	B0062A87HA	AMULD7PNS5UYJ	Delicious - and no dented cans, as per other reviews	There seemed to be a lot of reviews regarding dented cans, but my order was perfect....all in excellent condition and products with an expiration date of 10/2013.<br /><br />Superb!	0	0
-1	B002DLXXHG	A3VI4A3RUCHMLF	Not What I Expected	"like others i read the ""great"" reviews and this is not very good tasting jerky, i had a few people try it and nobody liked it but its not a total loss. My Dog Loves it!!"	0	0
1	B000ESNDZW	A1M5D0DG09UGVM	Larger size, cheaper price	Other brands contain potato starch.  Somehow these mung bean threads fill me up more than oatmeal.	3	1
1	B0083QJU72	A23SAMOY4KVZ9B	Awesome Syrup	This is the second time I have purchased this maple syrup and our whole family loves it.  Great Flavor!  Amazon is amazing!	0	0
1	B004ALGNQ0	A36GEN9PV4OX1A	Babka	This is a great product. Great flavors and very fresh. I received it quickly and damage free. It is my opinion that this is a great value and I highly recommend it.	1	0
1	B000XSJLWM	A344C0TEHT9KUL	Delicious and filling	Very yummy!! I used to eat the variety pack from this same brand, but I love this flavor so much I eat it every day. It's especially yummy with coconut oil added in. Love Nature's Path!	0	0
1	B000F5429A	AODKB0THUTN7W	Love them.	"I eat these whenever I feel the urge to ""snack"". It's really satisfies any cravings and does not have an after taste."	1	0
1	B000RZAJL8	AQ9HAVTJQV4FW	Meat of Ostrich Rules!	Tasty and Satisfying, these ostrich meat protien sticks are a perfect in between meal snack or addition to a protien diet.  The pepper flavor adds something that is missing from the regular flavor variety of these snacks.  Recommended.	1	1
1	B006O2IDUM	A1R5QYR4N04KGT	The little one loves em	These are actually very tasty little gummies and my little boy loves them. Make's a great treat. Quite a few fit into the package and they are decently sized as well. The gummi center is actually solid though, in case of any misunderstanding.	0	0
1	B0000T4LYC	A3E3BTOUP2ZI16	Perfect Baking Accent	The bumblebees arrived on time, very carefully packaged, with none broken.  They are larger than I expected, and very, very cute.  I cannot attest to how they taste, but I bought them to decorate a cake, and they are small enough so that their flavor won't affect the overall taste.  I'm guessing they taste like hard sugar :)	0	0
1	B000PDY3P0	A6JXSJJIN0G40	Great Popcorn	Tastes just like the popcorn you would get at the movies. Will be buying more just as soon as I finish up this first batch	0	0
-1	B005K4Q1VI	A1NUBEE4QFU1YR	Not my favorite	We prefer the Swiss Miss brand K-cup.  This one was watery in both milk and dark chocolate. This is my least favorite of all k-cup brands.	2	0
1	B003EML8PM	A3QRW2SUL6KRTD	These were awesome	I have recently had gastric bypass surgery and these are a good source of protein that are quick and easy to make.	0	0
1	B000F2OJLE	A1N5QQGTAZBOD3	Great Coffee, Great Prices, and Great Service!	I have purchased green coffee beans from several local and internet providers often with poor results.  U-Roast-Em is the exception. I have never had bad service with this company and now purchase all of my coffee from them.  They provide an excellent selection of high quality beans at great prices.  They do a great job with packaging and shipping!  Most of my orders have shipped the same day I ordered.<br /><br />I have tried most of their coffees and have yet to be disappointed.  If you are looking for a good mid priced coffee I would recommend La Minita Tarrazu de Costa Rica.<br /><br />I highly recommend you check out U-Roast-Em for all your coffee needs!	3	1
1	B000CONMBS	A3LC9V7792TW52	The Best	I can't have popcorn kernels.  Other products I have tried are oily or contain trans-fats.  This product is the best tasting.  Not oily, just flavor.  And no trans-fats.  I highly recommend it.  This makes living without popcorn easy.	0	0
1	B000PDY3P0	A3T2XLNC5PP9EG	Awesome popcorn	I have a small theater style popcorn maker in my home-theater room. This popcorn is well measured and tastes great. All that being said, I am guessing it is not very healthy. We do not live on this product. What could taste so good and be healthy anyway. My only complaint is that the popping is so rigorous that I do get quite a few unpopped kernals that fly from the kettle. But with the old-maid holes in the floor, its a small price to pay for such a great product.	0	0
1	B002QWP89S	ARWGHMIEH0IRP	My puppies love them and it helps keep their teeth clean!	Got these large Greenies originally when we noticed our 60+lb Boxer mix puppies' teeth were getting a little dirty and brushing didn't too much.  We give them each one Greenie in the morning when we leave for work, they love them.  The boy gobbles it down, but his sister savors every bit.  They also keep the buildup on their teeth down quite a bit, they're not going to make them shine, but they'll keep them pretty clean!	0	0
1	B002QWP89S	A1PYC89LDBZ2J2	Greenies are the bomb!	We NEVER run out of Greenies! My little baby loves these treats. It is an added bonus that they are good for dental care as well.  Greenies got a bad rap for a while but they have been reformulated and are chewier now. We buy the teenie size for her because she is only ten pounds. My Mia dances for these treats and leads (herds) us to the treat jar for her daily fix!  Amazon has the best price for this quantity and shipping was fast!	0	0
1	B003EML8PM	A3I7MZQ1IFGQQH	Jeff Foxworthy says you might be a redneck if....	You have pork rinds auto shipped to your house - but I dont care - having these low carb snacks readily available is great - and doesnt impact my insulin usage. These are not your fathers pork rinds - awesome hot out of the sack	0	0
1	B004WM0ZTS	ACM2HAQ1P6M2B	VIA Columbian	I love this coffee.  It is easy to prepare one cup when you are wanting a great cup of coffee.  Highly recommend - I usually use one-half of the package since I don't like my coffee real strong.	0	0
1	B001EO5WF4	A11K5APDI8J8TC	Good price + free shipping	Hard to get item in my neighborhood.Good price + free shipping to my front door.Awesome!!!!	1	0
1	B000E1HVVQ	A2QIK5BWIB6Y14	Shake N Bake, Great on Chicken & Pork!	"<a href=""http://www.amazon.com/gp/product/B000E1HVVQ"">Shake 'N Bake Seasoned Coating Mix, Original Pork, 6-Ounce Boxes (Pack of 12)</a><br /><br />Shake N Bake Original Pork coating mix is the best for both chicken & pork!<br />It gives baked chicken that crunchy finish, yummy!!!"	1	1
1	B002PNGY28	AE5WVYOZQ1P52	My cat loves these	My cat absolutely loves these things. The only downside to them is that they will dry out after a while. Other than that, they're great healthy cat snacks.	0	0
1	B0078Y6OX8	ANIPDPT3OBTS4	Great value	I was pleased with the quality of the product. The speed in which I received the package was great.	0	0
-1	B00141UC9I	A1MOS3J4MXX1U4	Drat!	I wish I had read that these are made in China before I bought them.  They are going in the trash - lesson learned.	0	2
1	B008ZRKZSM	A2U5A10E93A1S0	Delicious product - WAY OVERPRICED ON AMAZON	This product tastes just like regular peanut butter. It is great on protein shakes for an extra boost of protein. I highly recommend this product. It is, however, extremely overpriced on Amazon. Found this for 3.29 at a local store. Good luck!	1	1
1	B0006A7HG4	A3KTYOQSR96KT9	This is yummy!	I absolutely loved this coffee.  I took it to coffee club and everyone agreed it was some of the best coffee they have ever had!	0	0
1	B004R8J8E0	AHQ13I9CI4US6	Simplifying Dinner Prep with Shake 'n Bake	I've been using Shake 'n Bake for pork for more years than I'd like to remember. The compliments I've gotten are usually in regard to how tender the chops come out (I use boneless chops). One guest told me he'd never had pork chops this tender.<br /><br />If I am going to oven-bake pork chops, this is the only way I'll make them. I like the flavor of the mix, and it has a good texture. Preparation is super simple, and the chops cook quickly, so it's ideal for last minute prep--get the chops in the oven, and while they're cooking, make a  salad and whatever vegetable you're in the mood for. It sure beats frying.	0	0
1	B009GUDRDM	ACO3XSQ9JXOC2	Highly Recommended	This sugar alternative tastes like a mild sugar, but I really bought it for its low glycemic action. And I have to say it really does give me less of a sugar spike as compared to white sugar.<br /><br />I like the taste, very natural and earthy. It's not exactly like sugar, but very close.<br /><br />I think it tastes less sweet than sugar, but it definitely works just like sugar, with a ratio of  1 to 1 in recipes, as promised.<br /><br />Works perfectly in my cooking and in my tea!<br /><br />Highly recommended!	1	0
1	B002UNFJI8	A3EOKN5N64B7W5	excellent product	Really easy to buy from seller and the product is great! Will continue to buy from the seller. The beans are great tasting and really easy to open the little bags and to carry around.	0	0
-1	B001LG945O	AL4SB31UAZLXL	I recommend other flavors instead	I wrote a 5 star review of the Kiwi Berry flavor.  That isn't usually my favorite flavor of anything, but it was surprisingly good.<br /><br />Orange Tangerine (which would generally be among my first picks of fruit-flavored beverages is flat by comparison -- literally.<br /><br />It seemed to lack the right amount of carbonation.  It also tastes weaker and too sweet.<br /><br />Try the Kiwi Berry instead.	0	1
-1	B0013NUGDE	A23W3FV2HT3ZZL	Edible	I bought these on special when they were only about $13 for 24 .8 oz bags.  It's an absolutely wonderful deal.  But unfortunately I don't like them... at all!  I've tried Salt & Pepper, Original, BBQ, Salt & Vinegar; but these are just awful!  I've loved all the other flavors and I like Sour Cream & Onion chips normally, so I'm not sure why I dislike these so much.  I'm hoping I can somehow return them.	0	1
1	B001QDD2IM	A20DKKB9S1EKJA	Beat size for this product	This is the only way to eat sashimi. The customer service is just outstanding!!! Thank you so much! Will do business with them soon.	0	0
1	B003EML8PM	A295QA0ZC28T1K	Best snack ever	Outstanding snack, super fast and lives up to the review I saw on the food network.  Just make sure you shake the pkg really good before microwaving.  All in all SUPER!	0	0
1	B001E95KQK	A11T0V94J1YJTO	Great organic coffee at an affordable price	As a stay-at-home mom of 3, two under the age of 4, I love coffee.  And as much as I drink, I prefer the organic coffee.  I was skeptical about this brand, hadn't seen it in stores, but I love it.  I do the subscribe and save option so it is even more of a great deal.  The price is what drew me in at first and I have not been disappointed.  Great coffee	1	1
1	B004GU3YXU	AJAVQQFMP2CYD	Makes my tummy happy	These tasted fresh and nutty, and I am happy with them.  I eat a few tablespoons daily right from the bag, which I keep in the fridge after I open it.  Great product.	1	0
1	B001EO69NS	AWB339UZR7YD2	Good Stuff	Makes very good yogurt that is good for you. Plays well with children, does not give the dog gas!! Once made, you can add fruit and enjoy. There, is that enough words?	2	0
1	B0013NUGDE	ARMRXR9X7IM6T	Excellent	These chips are delicious and healthy. My husband takes a bag to work every day!	0	0
1	B006N3I84I	A2EXT8FXO9E24E	Tullys the best	This is one of the best coffees that I have bought. If you like strong, full flavor coffee then this is the one to buy. I'd definetly buy it again.	0	0
-1	B000MICPSA	A2HIXHYULAVPZL	great!...if you love maggots in your food	There were maggots in the box on arrival.  Such a great surprise when I went to prepare lunch for my three year old.	0	0
-1	B000KV61FC	A2DNCSRWGV1QE1	Great while it lasted	My one year old Lab. loved the bottle filled with his kibble. The kibble fell out when tossed around. He carried the bottle into the kitchen started tossing it and it cracked when it hit the tile floor at the screw end  ALL kibble fell out and it broke into sharp pieces and it was a scramble to get the piece before he tried to eat and swallow them.  You know Labs they will eat anything halfway looking like food.  The bottle is not very durable on hard surfaces.  The same would have happened on the patio deck I am sure.  Expensive for the 30 minutes he used it.	1	0
1	B000EVIDUY	A3D2XJB9C3Y4AW	Very tasty!	I have tried these and this is a very good mix, I add more chocolate chips and they were very chewy and moist.	0	0
1	B0051OQ23E	A1LBU1GH9H5F0P	Best cookie in the world!	If you love the taste of caramel and the crisp crunch of a thin cookie that doesn't fill you up, there's no better alternative. I can eat this all day!	3	0
1	B002CJAOTY	A2N0XW5PCZ658I	My cats love it.	Great cat food, both mine love this stuff. It also has less carbs than most other cat foods, as all the Friskies pate varieties do.	0	0
1	B006N3IG4K	A1ZZMAVRCBL357	K-Cup Fan	Wolfgang's Rodeo Drive does make a good ole cup of coffee. It is on the same line as Donut Shop. Very good morning coffee to wake up with.	2	0
1	B000QSN2M4	A2V55K2XVSAC6M	My Dachshund love it!	Arrives always in about 4 days. It is more convenient and cheaper than the store. Recommended!! Great service too. My Dachshund love it!	0	0
1	B000NZJXU0	A3VIRG27TO2IO6	Delicious!	Hobbnobs are so yummy. Seriously. Man, stop reading this and click add to cart. You will not regret it! I want some right now!	0	0
1	B000GG5IZA	A2VMB1J58SUVMC	Hope this is helpful	I use this as iced tea and have been using large amounts of this product for some time.  It is $3.39/box localy.  I use a box every 4 days.  It adds up to allot of money.  Buying this on subscription, I am paying about $2.50/box (no shipping fee for Prime members).  That is a substantial difference in price.<br />Next....  This is a delightful iced tea.  To make 1 gallon I steep 10 bags in a about 2 cups water, and then steep them a second time.  Wring them out and add all to pitcher.  I then add 40 tabs equal and 2 individual packets lemonade (the kind intended for bottled water) and get a wonderful beverage that everyone loves.  Enjoy!!!!	0	0
1	B0018CEB8Q	ADT0WQTON3TMJ	My dog loves this	"My dog loves this treat.  She gets two a day.  I dog sit and gave some to a lab I was watching and he loves it also so I gave a bag to the owners and they say when he get it he takes it to his ""special spot"" to enjoy it.  There's only one other treat that he'll do that with.  Excellent treat!"	2	0
-1	B0032BXUJM	A12UD9093P4A14	not good	Coffee was good but every cup broke during use, making a mess inside the cup and out, will not purchase again.	2	1
1	B0009F3SAK	A354ZHJDR7XSWO	Effective and easy to drink	I was pleasantly surprised by this tea... I'm in good health generally and I don't take any medications.  I ordered this because the other reviews intrigued me, and I knew I wanted to gently support my liver & kidneys.  I'm not an expert on elimination or anything, but I feel like this makes those processes more effective.  Since last summer I've been on a mission to lose about 25 pounds, so I changed my diet and exercise habits, and lost 20 lbs by November; that seemed to be my limit and I was OK with it.  I started drinking this tea right after Christmas and after 2 weeks, I lost 3 lbs!  I know I probably shouldn't attribute this to the tea but it's the only change that I made to my routine... I wouldn't recommend this to anyone as a weight loss product but I mention it because it was an unexpected side benefit to me.  I think it does just make it so my body can get rid of waste more completely, on a consistent basis.<br /><br />It tastes good to me, earthy and mild... I like that it doesn't have as strong a licorice flavor like a lot of the Yogi Teas seem to, though it does contain licorice root.  I drink it plain, hot and strong, usually 2 teabags in a 20-oz mug or 1 bag in a smaller mug.  I like to drink it in the morning, and again in the late afternoon when I'm at work.  Since it doesn't contain tea, I like steeping it for even longer than 5 minutes to get the most out of it.  I usually take green tea in the morning, so I've been combining that with the Detox Tea but am going to try the Skin Detox Tea instead, to make it easier.  Also I feel the green tea detracts from the flavor of the Detox Tea somewhat although I still find it perfectly palatable.  Hope this helps!	9	0
-1	B000RZAJL8	A280C5158HJGZT	Proto Foods - Ostrim Natural Flavor Snack, 10 packs	Not good, product was old and nearly passed due, poor quality and taste when compared to a fresh product. The product seemed dry and the taste was inconsistent with previously purchased, fresher products.	0	0
1	B000PDY3P0	A2I86NXJPPH0PQ	Like you are at the movies @ a fraction of the cost	Hands down the best popcorn you can make at home. I am convinced that the 8 oz antique popcorn cart that i purchased has paid for itself 5 times over with the savings of staying home to watch movies and have fresh popcorn at an arms reach. I hope you guys stay in business for a long time!	0	0
1	B001AJ1ULS	A2XKRR4W9OH4UV	great for older dogs and she loves the taste	Great product our dog is loving a tasting treat that is good for her 14 year old bones	3	1
1	B000FNEX50	A1UI4SDWORP155	Great Gluten-Free Snack	These cookie bars are great for packing in a lunch or having alone for a snack. Try all the flavors for a variety.	0	0
1	B003TIVBSU	A3GBR4SEHINSNO	Fragrant and fresh!	These vanilla beans are so fragrant that you can smell them through the unopened package!  I used them to make my own vanilla extract as Christmas gifts, and they worked great!  Don't be fooled by the product photo: they look stiff and dry in the image, but they're soft, pliable, and moist with vanilla oil.	1	0
1	B000255OIG	A12L1NY994GXSF	Freeze Dried Beef Liver	I have been giving the Stewart's Pro-Treat Freeze Dried Beef Liver to my maltipoo named Elvis Lee for many years now along with his daily meals.  It is all PURE Freeze Dried Beef Liver which provides him with protein since he is a very active boy who likes to go for long walks and play ball!  Elvis Lee is very particular about what he likes and this Freeze Dried Liver is on his list of FAVORITES!!	0	0
1	B001HTI5I2	A10B89QOKDV5O3	Organic, simple, and fast!	My husband refuses to eat fish, but he LOVES this. It only takes 10-12 minutes to make, and is way better than any other kind of Tuna Helper I've tried.<br /><br />Besides the box itself, you'll need:<br /><br /> - 1 can of tuna (6 oz., or I use 8 oz.)<br /> - 1 tablespoon of butter<br /> - 1 cup of milk<br /><br />It's a breeze to prepare, just DON'T leave it alone before you put the tuna and pasta in. Because of the milk, it likes to boil over. Just keep an eye on it and reduce the heat right after it starts boiling.	0	0
1	B0040PWYVO	A3W09FIMAYFUI8	A Hit with Me	Found this item quite good: it was sweet and slightly crunchy. All in all, a delightful product. It arrived in excellent condition, no dents and no dings. Perhaps the packaging has improved.	5	0
1	B000EVMNO6	A28DQF01VXVK41	Frog Gummies	I LOVE MY FROG GUMMY CANDY...I even shared it with the grand kids (even though I DON'T normally share with anyone).	0	0
1	B001CGTN1I	A2E48EJKZTCAUA	They're chia seeds......	If you put two teaspoons of chia seeds in a bowl of vanilla almond milk and let it sit for a couple of hours, it makes the seeds more bearable to eat.	0	0
1	B000KPMKK8	A3ARMNZ52FH8FF	Great for hot and cold beverages	"I have used Sweet ""N Low Liquid Sweetener for years.  My parents used it in their coffee.  The liquid dissolves quickly with even having to stir in either hot or cold beverages and does not leave an after-taste.  It only takes a few drops to sweeten my English tea."	1	0
1	B000PDY3P0	A1U0JTRGGRVYQJ	Amazing Cinema-quality Popcorn!	I'm kind of a popcorn fiend (I routinely walk into theaters just to buy popcorn and walk out without bothering to see a movie), but I hate-hate-HATE microwavable popcorn.  My wife bought me the Great Northern Little Bambino tabletop popcorn machine for Christmas, and I ordered the 24-pack of Great Northern popcorn packs because they were compatible with the machine and had consistently good reviews.<br /><br />We decided to take the popcorn machine for a test run during our NYE party, and the popcorn was, without a doubt, some of the best I've ever had.  It was just the right combination of salty, buttery and fresh, and it was a cinch to make.  Everyone at the party loved the stuff (we went through half the box), and I find myself craving some now as I write this review...<br /><br />In short, I enthusiastically and wholeheartedly recommend this popcorn.	0	0
1	B000G7VYWU	APP8XWYYV4PAA	Too healthy for most people in my office	Great buy but it seems that they are not very popular in my office (less healthy chip snacks are more popular) Still a great product, fresh and tastes like a pretzel should without any additives.	0	1
1	B0001M0Z3O	A3BGCOJFL29HBA	EXCELLENT	much better than the stuff you get from the grocery store and so much cheaper...i'll be buying more when i run out...i use it on food and i put it in gel caps to take as a supplement...	1	0
1	B0015R9BQG	A2MQ5M9IJAXX6C	Great high-protein snack option	This is a great product, and the mushroom one, the Seitan ones and the Soy ones do, as mentioned, have their individual flavors and textures.  Each is a great treat during a long day at the office when I want something healthy and reasonably low-calorie (these come in at about 75 calories for an ounce.)  I've tried and enjoyed all varieties.  Highly recommended.	0	0
1	B009WSNWC4	AMP7K1O84DH1T	DELICIOUS	Purchased this product at a local store in NY and my kids and i love it. Its a quick easy meal. You can put in a toaster oven on toast for 6 min. and its ready to eat.<br />strongly recommend	0	0
1	B001BDDTB2	A16AXQ11SZA8SQ	My cats love this stuff!	I wasn't quite sure my cats would eat this because I've never fed them anything other than dry kibble.  I needn't have worried; my cats love it!<br /><br />I like that it has human grade ingredients (no bad odors here) and that it contains absolutely no gluten (the ingredient that caused a massive pet food recall a few years back).  Something I didn't know before ordering Petite Cuisine is that it comes in recyclable aluminum cans, which means it won't contribute to the overflowing landfill problem.<br /><br />All in all, my only complaint is the cost, but I will probably buy more for my cats as a special treat.  They will love me for it.	0	0
1	B001E5E29A	A3LJEMOVJE28OR	Stonewall Kitchen Pancake and Waffle Mix Is Grrrrrreat!!!	I have been making Belgian waffles using the Stonewall Kitchen Farmhouse Pancake and Waffle Mix for over three years.  My waffles are undoubtedly the best ever!!!  I like my waffles light and crisp - I can't stand a heavy soggy waffle. These just melt in your mouth.  I have made homemade waffles, but I have yet to find anything that can compare to this mix.	22	3
